comp_name,comp_type,comp_size,region,city,Salary,contract,exper,gender
شركة مجمع الرحمة الطبي,Private company,Medium class A,Riyadh,AR RIYADH...,5000,Full Time,2,both
شركة التربه والاساسات المحدوده شركة شخص واحد,Private company,Great,Riyadh,AR RIYADH...,5500,Full Time,2,M
شركة مجمع الرحمة الطبي,Private company,Medium class A,Riyadh,AR RIYADH...,5000,Full Time,2,F
بوفية محمدحسن احمد جبر لتقديم الوجبات,Private company,Small class B,makkah,MAKKAH AL...,4000,Full Time,0,M
بوفية محمدحسن احمد جبر لتقديم الوجبات,Private company,Small class B,makkah,MAKKAH AL...,4000,Full Time,0,M
مطعم البرجر النقي لتقديم الوجبات,Private company,Medium class A,Riyadh,AR RIYADH...,4500,Full Time,0,both
شركة الترويج المتطوره لخدمات الاعمال المحدوده,Private company,Great,Riyadh,AR RIYADH...,4400,Full Time,0,both
مجمع بيان الساحل لطب وتقويم الاسنان,Private company,Small class B,makkah,AL QUNFID...,4000,Full Time,0,F
شركة الحبيب للتجارة والتعهدات التجارية المحدودة,Private company,Giant,almintaqat alsharqia,AD DAMMAM...,8400,Full Time,4,M
شركة الإمدادات التعاونية,Private company,Medium class A,makkah,JEDDAH...,4500,Full Time,2,both
شركة عبداللطيف جميل للاليكترونيات واجهزة التكييف المحدودة,Private company,Medium class B,Riyadh,AR RIYADH...,6000,Full Time,0,F
شركة حلال العالمي للتدريب,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة مزرعة العائلة للتجارة,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة العمق للاستشارات الهندسية,Private company,Small class B,makkah,GHITHAH...,10000,Full Time,12,M
شركة مزايا الهرم للتجارة المحدودة شركة شخص واحد,Private company,Medium class A,Al-Baha,BILJURASH...,4000,Full Time,0,M
شركة إلمام المستقبل للتسويق (شركة شخص واحد),Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة بانوراما للوحدات السكنية,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,M
فرع شركة القمة الفضائية المحدودة,Private company,Small class B,almintaqat alsharqia,AL JUBAIL...,5000,Full Time,0,M
مؤسسة غصن الكادي للعود,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,F
شركة نزهة تسوق لتجارة الجملة والتجزئة,Private company,Small class B,Al-Qassim,UNAYZAH...,9000,Full Time,0,M
مؤسسة قرطاسية القصيم لتجارة الجملة و التجزئة,Private company,Small class B,Al-Qassim,BURAYDAH...,4000,Full Time,0,both
شركة سنا المدينة للتمور,Private company,Small class B,almadinat almunawara,ABAR AL M...,4000,Full Time,2,both
مؤسسة القصيم للخدمات الطلابية,Private company,Small class A,Al-Qassim,BURAYDAH...,4000,Full Time,0,both
مركز نحو القمه ضيافة الأطفال الأهلية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
المعهد العالي السعودي الياباني للسيارات,Private company,Medium class A,makkah,JEDDAH...,5000,Full Time,2,M
جمعية تعايش معي للرفق بالحيوان,Private company,Small class A,makkah,JEDDAH...,5000,Full Time,2,both
مؤسسة زهور ايفنتو للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,both
شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,Private company,Medium class B,Al-Baha,AL BAHA...,7000,Full Time,0,M
مصنع بيوتي للصناعة,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,4,F
مطعم أزيان لتقديم الوجبات,Private company,Small class B,almadinat almunawara,AL MADINA...,4000,Full Time,0,F
مصنع بيوتي للصناعة,Private company,Small class B,Al-Qassim,BURAYDAH...,4000,Full Time,0,F
مؤسسة وئام الحجاز للمقاولات,Private company,Great,makkah,MAKKAH AL...,4000,Full Time,2,M
مقهى تفاني لتقديم المشروبات,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,both
مدارس جيل الريادة الاهلية,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,M
مدارس جيل الريادة الاهلية,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,M
مدارس جيل الريادة الاهلية,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,M
شركة الزاهد للتجارة والتنميه العقاريه المحدوده,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,M
شركة الهضب للتجارة والمقاولات,Private company,Medium class B,makkah,JEDDAH...,5000,Full Time,0,M
مؤسسة لقمة لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,4375,Full Time,0,M
شركه روائع ابداعيه للتدريب المهني,Semi-governmental,Great,almintaqat alsharqia,ABRAQIYAH...,6000,Full Time,0,both
جمعية بناء للإرشاد الأسري,Semi-governmental,Great,almadinat almunawara,AL MADINA...,4000,Full Time,0,F
شركة أسيس يور للمحاماة والاستشارات القانونية,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,4,M
مصنع وائل حسن فارسي للغازات الصناعية,Private company,Small class B,almadinat almunawara,AL MADINA...,5000,Full Time,2,M
مصنع وائل حسن فارسي للغازات الصناعية,Private company,Small class B,almadinat almunawara,AL MADINA...,5000,Full Time,2,both
مصنع وائل حسن فارسي للغازات الصناعية,Private company,Small class B,almadinat almunawara,ABA AL BA...,5000,Full Time,0,both
مؤسسة مقياس الاتقان لتنظيم المعارض والمؤتمرات,Private company,Small class B,Riyadh,AR RIYADH...,6500,Full Time,4,F
شركة التجارة والخدمات العربية,Private company,Small class B,Riyadh,ABA ASLAB...,4000,Full Time,0,M
جمعية حماية الاسرة الخيرية,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,2,both
مؤسسة بلدان للمقاولات,Private company,Small class B,makkah,JEDDAH...,5500,Full Time,0,F
مقهى تفاني لتقديم المشروبات,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,F
شركة الحبيب للتجارة والتعهدات التجارية المحدودة,Private company,Giant,almintaqat alsharqia,AD DAMMAM...,5700,Full Time,0,M
مركز اللياقة الحقيقية الرياضي,Private company,Small class B,almintaqat alsharqia,DHAHRAN...,4434,Full Time,2,M
مؤسسة القمة السمعية التجارية,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,2,both
شركة عالم المحركات للتجارة (شركة شخص واحد),Private company,Medium class A,almintaqat alsharqia,AL MUBARR...,4000,Full Time,2,M
شركة جنان العقاريه,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,6000,Full Time,0,M
مؤسسة الأندلس للشقق الفندقية,Private company,Small class B,makkah,JEDDAH...,6000,Full Time,2,both
مجمع شفاء طيبة الطبي,Private company,Medium class A,almadinat almunawara,AL MADINA...,4000,Full Time,0,F
شركة التربه والاساسات المحدوده شركة شخص واحد,Private company,Great,Riyadh,AR RIYADH...,10000,Full Time,4,M
جمعية يسر للتنمية الأسرية,Private company,Small class A,makkah,MAKKAH AL...,6000,Full Time,4,F
خالد آرت للصناعة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,6000,Full Time,2,F
المعهد العالي السعودي الياباني للسيارات,Private company,Medium class A,makkah,JEDDAH...,5000,Full Time,2,M
مركز راحت العضلة للمساج,Private company,Small class B,Al-Qassim,AL BADAI'...,4000,Full Time,0,both
شركة أسيس يور للمحاماة والاستشارات القانونية,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,4,M
مجمع الخريف الطبي,Private company,Small class B,Riyadh,AR RIYADH...,8000,Full Time,2,F
مؤسسة ألفا جروب للتجارة,Private company,Small class A,Riyadh,AR RIYADH...,10000,Full Time,2,both
شركة مركز العام الفني والسلامة للتدريب,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,6500,Full Time,2,F
مؤسسة حفلة الألعاب التجارية,Private company,Medium class A,Riyadh,AR RIYADH...,5000,Full Time,0,both
شركه العرفج للتجاره والاستيراد,Private company,Medium class C,Riyadh,AR RIYADH...,4000,Full Time,2,M
شركه العرفج للتجاره والاستيراد,Private company,Medium class C,Riyadh,AR RIYADH...,4000,Full Time,0,F
مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,Private company,Small class A,makkah,JEDDAH...,6010,Full Time,0,M
مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,Private company,Small class A,makkah,JEDDAH...,6010,Full Time,0,F
توكيلات عبدالله جارالله للتجارة والاستيراد,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,M
توكيلات عبدالله جارالله للتجارة والاستيراد,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,M
توكيلات عبدالله جارالله للتجارة والاستيراد,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,M
مؤسسة الخليج العربي لقطع الغيار,Private company,Small class B,Al-Baha,SHIBRIQAH...,4000,Full Time,0,M
شركة المطار العربي للخدمات التجارية شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,13889,Full Time,4,both
مؤسسة مهدي بن ناشي بن سفران الحجيلي التجارية,Private company,Small class B,almadinat almunawara,AL MADINA...,4000,Full Time,0,M
شركة المطار العربي للخدمات التجارية شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,4444,Full Time,0,M
شركة المطار العربي للخدمات التجارية شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,4800,Full Time,0,both
جمعية ريادة لبناء وتطوير القدرات الشبابية,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,2,both
شركة اكسيل انترناشيونال انك السعودية للتعليم شركة شخص واحد,Private company,Medium class B,almintaqat alsharqia,DHAHRAN...,5000,Full Time,2,F
مشغل زاوية أطياف للتزيين النسائي,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,2,F
مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,Private company,Small class A,makkah,MAKKAH AL...,6010,Full Time,0,both
مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,Private company,Small class A,Al-Qassim,BURAYDAH...,6010,Full Time,0,M
مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,Private company,Small class A,almadinat almunawara,AL ULA...,6010,Full Time,0,both
مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,Private company,Small class A,Najran,NAJRAN...,6010,Full Time,0,both
مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,Private company,Small class A,Hail,HAIL...,6010,Full Time,0,both
مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,Private company,Small class A,makkah,AT TAIF...,6010,Full Time,0,both
مجمع القاضي الطبي فرع شركة مجموعة القاضي للاستثمار والتطوير,Private company,Medium class A,Najran,NAJRAN...,5000,Full Time,0,F
مجمع القاضي الطبي فرع شركة مجموعة القاضي للاستثمار والتطوير,Private company,Medium class A,Najran,NAJRAN...,7000,Full Time,0,F
مجمع القاضي الطبي فرع شركة مجموعة القاضي للاستثمار والتطوير,Private company,Medium class A,Najran,NAJRAN...,5000,Full Time,0,F
شركة الراجح الحديثة للمقاولات المحدودة,Private company,Medium class C,almadinat almunawara,AL MADINA...,4000,Full Time,2,M
